Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipAbduction[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipExternalRotation[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.AnklePlantarFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.SubTalarEversion[0]
  2.308333333333333e+00, -1.026112409371152e-02,  9.045487802539331e-02,  1.163426602029534e-01,  8.072482242458719e-02,  2.033141764767854e-02, -1.734544156553351e-01, -6.543495121577468e-02,  1.565094259248526e-01
  2.316666666666667e+00, -1.028675086063234e-02,  9.046375074817692e-02,  1.163842070397498e-01,  8.067288119192116e-02,  2.033820385595542e-02, -1.733859201965012e-01, -6.533384244657361e-02,  1.561861722104231e-01
  2.325000000000000e+00, -1.031126125608895e-02,  9.048441009369035e-02,  1.164081188982068e-01,  8.061373562595162e-02,  2.036645621656019e-02, -1.733259242734711e-01, -6.522580903082578e-02,  1.558739428596987e-01
  2.333333333333333e+00, -1.033429229028703e-02,  9.051710425570847e-02,  1.164100535813929e-01,  8.054651190215031e-02,  2.041076727269342e-02, -1.732755063145220e-01, -6.511335125774127e-02,  1.555903827236573e-01
  2.341666666666667e+00, -1.035574873110673e-02,  9.056178180177321e-02,  1.163872660375294e-01,  8.047089143578112e-02,  2.046407958831309e-02, -1.732350876255247e-01, -6.499961050679945e-02,  1.553523190507126e-01
  2.350000000000000e+00, -1.037565255642878e-02,  9.061818745485284e-02,  1.163390524873379e-01,  8.038762575210530e-02,  2.052060195460004e-02, -1.732045100309858e-01, -6.488773997811820e-02,  1.551701094537031e-01
  2.358333333333333e+00, -1.039396108235724e-02,  9.068586447245575e-02,  1.162666987709885e-01,  8.029878677072871e-02,  2.057707557634303e-02, -1.731831269082324e-01, -6.478065783488458e-02,  1.550454404052106e-01
  2.366666666666667e+00, -1.041046076132673e-02,  9.076418673417330e-02,  1.161727799256993e-01,  8.020749564104640e-02,  2.063117261034519e-02, -1.731699603738936e-01, -6.468119232476383e-02,  1.549753575610428e-01
  2.375000000000000e+00, -1.042470067156553e-02,  9.085244234265688e-02,  1.160605227371656e-01,  8.011746521962343e-02,  2.067905023471162e-02, -1.731638594076487e-01, -6.459231228258412e-02,  1.549579278336086e-01
  2.383333333333334e+00, -1.043593988857170e-02,  9.094980714145806e-02,  1.159339942773863e-01,  8.003278293126218e-02,  2.071538906642800e-02, -1.731634934619934e-01, -6.451691892278041e-02,  1.549924178716565e-01
  2.391666666666667e+00, -1.044330410867573e-02,  9.105523515109359e-02,  1.157984566857943e-01,  7.995767441550906e-02,  2.073596167186342e-02, -1.731673676374718e-01, -6.445711098234415e-02,  1.550748262424491e-01
  2.400000000000000e+00, -1.044620642033406e-02,  9.116746842566692e-02,  1.156598535289913e-01,  7.989588759289455e-02,  2.073950596662888e-02, -1.731741022746923e-01, -6.441359157010156e-02,  1.551956637200728e-01
  2.408333333333333e+00, -1.044465052530959e-02,  9.128514242363917e-02,  1.155238501392113e-01,  7.985010088575126e-02,  2.072767868441128e-02, -1.731827417573684e-01, -6.438563245173211e-02,  1.553414210024294e-01
  2.416666666666667e+00, -1.043914934290273e-02,  9.140682710519332e-02,  1.153952084878117e-01,  7.982176441165137e-02,  2.070412539517119e-02, -1.731928251698159e-01, -6.437138651273212e-02,  1.554970178907278e-01
  2.425000000000000e+00, -1.043049176298198e-02,  9.153097744326399e-02,  1.152772962788310e-01,  7.981112839046994e-02,  2.067317871077079e-02, -1.732043256917327e-01, -6.436829543895640e-02,  1.556487105671829e-01
  2.433333333333334e+00, -1.041959897324807e-02,  9.165581790071742e-02,  1.151716645626950e-01,  7.981732459134255e-02,  2.063872950687906e-02, -1.732175010002178e-01, -6.437345793661503e-02,  1.557864849164516e-01
  2.441666666666666e+00, -1.040741078477020e-02,  9.177916471733427e-02,  1.150782198208894e-01,  7.983870129672464e-02,  2.060374958057642e-02, -1.732325143301088e-01, -6.438392149886232e-02,  1.559043152218176e-01
  2.450000000000000e+00, -1.039474046966041e-02,  9.189829671439598e-02,  1.149958201645537e-01,  7.987326793823932e-02,  2.057031369901030e-02, -1.732490622912965e-01, -6.439688201996782e-02,  1.559990629252469e-01
  2.458333333333333e+00, -1.038215628694327e-02,  9.201002920626977e-02,  1.149225630532217e-01,  7.991887765551960e-02,  2.053992276144023e-02, -1.732664141267561e-01, -6.440972059788731e-02,  1.560696039979017e-01
  2.466666666666667e+00, -1.036993550561764e-02,  9.211100702913666e-02,  1.148557610922637e-01,  7.997316469957692e-02,  2.051381011450792e-02, -1.732837459642097e-01, -6.441993290758338e-02,  1.561164624859541e-01
  2.475000000000000e+00, -1.035813428739006e-02,  9.219811672238487e-02,  1.147920167369150e-01,  8.003347732267228e-02,  2.049299000277482e-02, -1.733004296055186e-01, -6.442510918774062e-02,  1.561415200311672e-01
  2.483333333333333e+00, -1.034677643259291e-02,  9.226885545820340e-02,  1.147274531535980e-01,  8.009685642541997e-02,  2.047812974085272e-02, -1.733161706966366e-01, -6.442301757506061e-02,  1.561477397489647e-01
  2.491666666666667e+00, -1.033606507756624e-02,  9.232152910282831e-02,  1.146581639885436e-01,  8.016003530459680e-02,  2.046929272826103e-02, -1.733309832400488e-01, -6.441172736894220e-02,  1.561389522814848e-01
  2.500000000000000e+00, -1.032654744623141e-02,  9.235529726158087e-02,  1.145809597385153e-01,  8.021947289928896e-02,  2.046564135593876e-02, -1.733450354692049e-01, -6.438960351944339e-02,  1.561192749038355e-01
  2.508333333333333e+00, -1.031920603709559e-02,  9.237012923830745e-02,  1.144940248694414e-01,  8.027138650258656e-02,  2.046542860646738e-02, -1.733584984391890e-01, -6.435507695956806e-02,  1.560920107893578e-01
  2.516666666666667e+00, -1.031675775483411e-02,  9.236646126619164e-02,  1.143973174427563e-01,  8.031178139501570e-02,  2.046600415513411e-02, -1.733710950543112e-01, -6.430635715893641e-02,  1.560583693694391e-01
  2.525000000000000e+00, -1.031809121694745e-02,  9.234570542374354e-02,  1.142913259624612e-01,  8.033680424085970e-02,  2.046447369954363e-02, -1.733833678925704e-01, -6.424214655273928e-02,  1.560220051400596e-01
  2.533333333333334e+00, -1.032591240195628e-02,  9.230866507465540e-02,  1.141787018454513e-01,  8.034304519299906e-02,  2.045591086247245e-02, -1.733943244446317e-01, -6.416130745717784e-02,  1.559855472412373e-01
  2.541666666666667e+00, -1.034150007618647e-02,  9.225593132390286e-02,  1.140628950073611e-01,  8.032781392318385e-02,  2.043508135569438e-02, -1.734026649115947e-01, -6.406319600110602e-02,  1.559530385657820e-01
  2.550000000000000e+00, -1.036581515094260e-02,  9.218763106130479e-02,  1.139484249168372e-01,  8.028949186714024e-02,  2.039833511204137e-02, -1.734064452978366e-01, -6.394742326892770e-02,  1.559257756256251e-01
  2.558333333333333e+00, -1.039945953276158e-02,  9.210369166753885e-02,  1.138404443901640e-01,  8.022769943893607e-02,  2.034509372629922e-02, -1.734033574855386e-01, -6.381385166924590e-02,  1.559002873408026e-01
  2.566666666666667e+00, -1.044275553349340e-02,  9.200423679046987e-02,  1.137437025432787e-01,  8.014318685857641e-02,  2.027720127997656e-02, -1.733911915081445e-01, -6.366289077976181e-02,  1.558703636842609e-01
  2.575000000000000e+00, -1.049584098577010e-02,  9.188988455719138e-02,  1.136615071088539e-01,  8.003767259797051e-02,  2.019751938396919e-02, -1.733682401100977e-01, -6.349583390786191e-02,  1.558302772810255e-01
  2.583333333333333e+00, -1.055859225983212e-02,  9.176187605607278e-02,  1.135952986767763e-01,  7.991383485558709e-02,  2.010927027109921e-02, -1.733335238998092e-01, -6.331494274548870e-02,  1.557761220163177e-01
  2.591666666666667e+00, -1.063049608192080e-02,  9.162207536189593e-02,  1.135447742919050e-01,  7.977532598741663e-02,  2.001584014611124e-02, -1.732868396606074e-01, -6.312327431440787e-02,  1.557057663307160e-01
  2.600000000000000e+00, -1.071064241496890e-02,  9.147294513551318e-02,  1.135081710028413e-01,  7.962663857538085e-02,  1.992062764108304e-02, -1.732287109584312e-01, -6.292441270225066e-02,  1.556185413568283e-01
  2.608333333333333e+00, -1.079779396904256e-02,  9.131753167989087e-02,  1.134826232490282e-01,  7.947283245077939e-02,  1.982686927646427e-02, -1.731603118779012e-01, -6.272219174558170e-02,  1.555149650417106e-01
  2.616666666666667e+00, -1.089050047300739e-02,  9.115940148397494e-02,  1.134647242601216e-01,  7.931918044829708e-02,  1.973724332700666e-02, -1.730833697777021e-01, -6.252040458598480e-02,  1.553966225777540e-01
  2.625000000000000e+00, -1.098727007718691e-02,  9.100248286156387e-02,  1.134511540121685e-01,  7.917076069633960e-02,  1.965338697926322e-02, -1.730000574887923e-01, -6.232254926737917e-02,  1.552661283423775e-01
  2.633333333333333e+00, -1.108667954901956e-02,  9.085079814573671e-02,  1.134390874801602e-01,  7.903203432131217e-02,  1.957570337514380e-02, -1.729129156209401e-01, -6.213170692484735e-02,  1.551270952333815e-01
  2.641666666666667e+00, -1.118733601054559e-02,  9.070814775237146e-02,  1.134263138582905e-01,  7.890644317071838e-02,  1.950344463294562e-02, -1.728247721154495e-01, -6.195055262495279e-02,  1.549842215284426e-01
  2.650000000000000e+00, -1.128780882800278e-02,  9.057784191647733e-02,  1.134112414077947e-01,  7.879610298810125e-02,  1.943484984952160e-02, -1.727384946027351e-01, -6.178135411838018e-02,  1.548434888169009e-01
  2.658333333333333e+00, -1.138668858566943e-02,  9.046251939824046e-02,  1.133929405769549e-01,  7.870172714377047e-02,  1.936738305399754e-02, -1.726565547368021e-01, -6.162586147613835e-02,  1.547121145649612e-01
  2.666666666666667e+00, -1.148272911599459e-02,  9.036406740037228e-02,  1.133712173984106e-01,  7.862287704538387e-02,  1.929858245763860e-02, -1.725806787431612e-01, -6.148514205982515e-02,  1.545971876796333e-01
  2.675000000000000e+00, -1.157490836338600e-02,  9.028363880042645e-02,  1.133466896469456e-01,  7.855847466413524e-02,  1.922772583589261e-02, -1.725117669043001e-01, -6.135943834288737e-02,  1.545025497940607e-01
  2.683333333333334e+00, -1.166239719560679e-02,  9.022172633402992e-02,  1.133207097100507e-01,  7.850726003032635e-02,  1.915682836711352e-02, -1.724500035922050e-01, -6.124817790744856e-02,  1.544267939000739e-01
  2.691666666666666e+00, -1.174450683195721e-02,  9.017823455499818e-02,  1.132949857375023e-01,  7.846792752768217e-02,  1.908958419333784e-02, -1.723950483591903e-01, -6.115020903034140e-02,  1.543651641581773e-01
  2.700000000000000e+00, -1.182057883443545e-02,  9.015251987244444e-02,  1.132711567861110e-01,  7.843908805196159e-02,  1.902956449072768e-02, -1.723462234195911e-01, -6.106410087710768e-02,  1.543129957168573e-01
  2.708333333333333e+00, -1.188983195521958e-02,  9.014342422655486e-02,  1.132505758940351e-01,  7.841931271999439e-02,  1.897947938045297e-02, -1.723026024959414e-01, -6.098837116932473e-02,  1.542671900088214e-01
  2.716666666666667e+00, -1.195133324565303e-02,  9.014936329263468e-02,  1.132342088260038e-01,  7.840726061626169e-02,  1.894130790799409e-02, -1.722630257292047e-01, -6.092165926038865e-02,  1.542258278281297e-01
  2.725000000000000e+00, -1.200421106339013e-02,  9.016853492547905e-02,  1.132225907910872e-01,  7.840176032647335e-02,  1.891637541225633e-02, -1.722262107685964e-01, -6.086284850324979e-02,  1.541875762874018e-01
  2.733333333333333e+00, -1.204792507639374e-02,  9.019928130538535e-02,  1.132159370233016e-01,  7.840183028534883e-02,  1.890512654015986e-02, -1.721910442650167e-01, -6.081114610012874e-02,  1.541516282016508e-01
  2.741666666666667e+00, -1.208026826510986e-02,  9.024060000234013e-02,  1.132141098426946e-01,  7.840727865876711e-02,  1.890704202025395e-02, -1.721571589022929e-01, -6.076645266660445e-02,  1.541183203895512e-01
  2.750000000000000e+00, -1.210512432918148e-02,  9.029215078178532e-02,  1.132176592794255e-01,  7.841662543505805e-02,  1.892005446956735e-02, -1.721242968922595e-01, -6.072803980389877e-02,  1.540872716769788e-01
  2.758333333333333e+00, -1.212005996460303e-02,  9.035455487127719e-02,  1.132259873265921e-01,  7.843017217895212e-02,  1.894180887481567e-02, -1.720936860548467e-01, -6.069621164288452e-02,  1.540602157819392e-01
  2.766666666666667e+00, -1.212480575444615e-02,  9.042870519550861e-02,  1.132379815878469e-01,  7.844757636898221e-02,  1.896953426386672e-02, -1.720669360719714e-01, -6.067074287437182e-02,  1.540387834015871e-01
  2.775000000000000e+00, -1.211963983245940e-02,  9.051555671669531e-02,  1.132517345058642e-01,  7.846819070112869e-02,  1.900054737919765e-02, -1.720460964350128e-01, -6.065118158282759e-02,  1.540249217545197e-01
  2.783333333333334e+00, -1.210526115228571e-02,  9.061587859944065e-02,  1.132645517329744e-01,  7.849118471636723e-02,  1.903272971996128e-02, -1.720334497123208e-01, -6.063703954914836e-02,  1.540207077532202e-01
  2.791666666666667e+00, -1.208254109889082e-02,  9.072993581691602e-02,  1.132731934219935e-01,  7.851582313860962e-02,  1.906490231820457e-02, -1.720311418254425e-01, -6.062796791871325e-02,  1.540278779849134e-01
  2.800000000000000e+00, -1.205235801408393e-02,  9.085725797697952e-02,  1.132745256984074e-01,  7.854177090608308e-02,  1.909680274313552e-02, -1.720407628401425e-01, -6.062387265689229e-02,  1.540472201103162e-01
  2.808333333333333e+00, -1.201558293170632e-02,  9.099662162485678e-02,  1.132662688416284e-01,  7.856920962923414e-02,  1.912868818676094e-02, -1.720630857208794e-01, -6.062491453115805e-02,  1.540783412020750e-01
  2.816666666666667e+00, -1.197300667051253e-02,  9.114606790502089e-02,  1.132473322811991e-01,  7.859875082445363e-02,  1.916096181488736e-02, -1.720979721651651e-01, -6.063137216272431e-02,  1.541199732649827e-01
  2.825000000000000e+00, -1.192512041647722e-02,  9.130277611415072e-02,  1.132177410350527e-01,  7.863138672676985e-02,  1.919415412802317e-02, -1.721442389667621e-01, -6.064351098560859e-02,  1.541701481242957e-01
  2.833333333333333e+00, -1.187202155349877e-02,  9.146296088961070e-02,  1.131784986837470e-01,  7.866845894509518e-02,  1.922905357416616e-02, -1.721995384002231e-01, -6.066152396855241e-02,  1.542260120979365e-01
  2.841666666666666e+00, -1.181368577708624e-02,  9.162198861591020e-02,  1.131314594092983e-01,  7.871138551454285e-02,  1.926660033737759e-02, -1.722605585314330e-01, -6.068542459643339e-02,  1.542838958308668e-01
  2.850000000000000e+00, -1.175042750098795e-02,  9.177462723960295e-02,  1.130790805024972e-01,  7.876122804312567e-02,  1.930759663794412e-02, -1.723235682193883e-01, -6.071488089265432e-02,  1.543398885685454e-01
  2.858333333333333e+00, -1.168307450248948e-02,  9.191537386975934e-02,  1.130241364002667e-01,  7.881847251062842e-02,  1.935256033323007e-02, -1.723850371126450e-01, -6.074915599846508e-02,  1.543905769923794e-01
  2.866666666666667e+00, -1.161270203189570e-02,  9.203893823546272e-02,  1.129696376897357e-01,  7.888313905850540e-02,  1.940184406898204e-02, -1.724420943748117e-01, -6.078713634186733e-02,  1.544333528304940e-01
  2.875000000000000e+00, -1.154035727228548e-02,  9.214080488812448e-02,  1.129188859406131e-01,  7.895491395557995e-02,  1.945580368079591e-02, -1.724927725756742e-01, -6.082726514434134e-02,  1.544660643378171e-01
  2.883333333333333e+00, -1.146710708756835e-02,  9.221766857561664e-02,  1.128753142865195e-01,  7.903306876055952e-02,  1.951470483050577e-02, -1.725361347895407e-01, -6.086759057445097e-02,  1.544869683191246e-01
  2.891666666666667e+00, -1.139420031311497e-02,  9.226762972967606e-02,  1.128420989567831e-01,  7.911634922006129e-02,  1.957837252596240e-02, -1.725723374823441e-01, -6.090615024834950e-02,  1.544955773663903e-01
  2.900000000000000e+00, -1.132304196447658e-02,  9.229016229067599e-02,  1.128217994231968e-01,  7.920303737845322e-02,  1.964585130255747e-02, -1.726025481607811e-01, -6.094134027644962e-02,  1.544933648259619e-01
  2.908333333333333e+00, -1.125509797782900e-02,  9.228589734510351e-02,  1.128160463087204e-01,  7.929108449177545e-02,  1.971513119031143e-02, -1.726286643730507e-01, -6.097203037889908e-02,  1.544836528230368e-01
  2.916666666666667e+00, -1.119209308145649e-02,  9.225630592495238e-02,  1.128252291316433e-01,  7.937816615660015e-02,  1.978283184786611e-02, -1.726529483151471e-01, -6.099760231789394e-02,  1.544713695206180e-01
  2.925000000000000e+00, -1.113635727569757e-02,  9.220339042099535e-02,  1.128483833963883e-01,  7.946177646443775e-02,  1.984413464380652e-02, -1.726777010601534e-01, -6.101799825484833e-02,  1.544630202793604e-01
  2.933333333333334e+00, -1.109064534713820e-02,  9.212938897411749e-02,  1.128835459649450e-01,  7.953963916375194e-02,  1.989377225003031e-02, -1.727049306239786e-01, -6.103368636243280e-02,  1.544655896756027e-01
  2.941666666666667e+00, -1.105736542513702e-02,  9.203656328230370e-02,  1.129285414466735e-01,  7.961034786185495e-02,  1.992807780573957e-02, -1.727360488212600e-01, -6.104545693589270e-02,  1.544835246743436e-01
  2.950000000000000e+00, -1.103801708038849e-02,  9.192719679667594e-02,  1.129816249797149e-01,  7.967364841678268e-02,  1.994625754661028e-02, -1.727717399329191e-01, -6.105412452673540e-02,  1.545164018092668e-01
  2.958333333333333e+00, -1.103324049034620e-02,  9.180366309611498e-02,  1.130414401946489e-01,  7.973006993378301e-02,  1.994964448839953e-02, -1.728119710663747e-01, -6.106030736544053e-02,  1.545600731946183e-01
  2.966666666666667e+00, -1.104308937200955e-02,  9.166846553648877e-02,  1.131065471135235e-01,  7.978032462203277e-02,  1.994020743012825e-02, -1.728561478319191e-01, -6.106445632578255e-02,  1.546099075029308e-01
  2.975000000000000e+00, -1.106717363326008e-02,  9.152435988225482e-02,  1.131750796776358e-01,  7.982494827423688e-02,  1.991966232960629e-02, -1.729034444035192e-01, -6.106719518996143e-02,  1.546634987884654e-01
  2.983333333333333e+00, -1.110469320486991e-02,  9.137446705409502e-02,  1.132446882910423e-01,  7.986422666913411e-02,  1.988910523501253e-02, -1.729530637296930e-01, -6.106958247099471e-02,  1.547217556314802e-01
  2.991666666666667e+00, -1.115693518649049e-02,  9.122204107676501e-02,  1.133129552698642e-01,  7.989766450936114e-02,  1.984929337815799e-02, -1.730041106333811e-01, -6.107247726983448e-02,  1.547873762900024e-01
  3.000000000000000e+00, -1.121802201133265e-02,  9.107106702247725e-02,  1.133773803317900e-01,  7.992670555350734e-02,  1.980141803753233e-02, -1.730560922129863e-01, -6.107734031122102e-02,  1.548622434619315e-01
  3.008333333333334e+00, -1.128829630468271e-02,  9.092496001719952e-02,  1.134369797821968e-01,  7.995144756401289e-02,  1.974783466069785e-02, -1.731078799568754e-01, -6.108418844985658e-02,  1.549447886753830e-01
  3.016666666666667e+00, -1.136578209621814e-02,  9.078711783300242e-02,  1.134915686146034e-01,  7.997275256332358e-02,  1.969114305049735e-02, -1.731583633540493e-01, -6.109299508221998e-02,  1.550323828489622e-01
  3.025000000000000e+00, -1.144786139673325e-02,  9.066067391772981e-02,  1.135415945964680e-01,  7.999167861823631e-02,  1.963412734428860e-02, -1.732065370814961e-01, -6.110348809161072e-02,  1.551221424580178e-01
  3.033333333333333e+00, -1.153125317498727e-02,  9.054846252330662e-02,  1.135876975317790e-01,  8.000938140624662e-02,  1.958004941305136e-02, -1.732517093619482e-01, -6.111519084070416e-02,  1.552109690547451e-01
  3.041666666666667e+00, -1.161228028667340e-02,  9.045297319165413e-02,  1.136301548292087e-01,  8.002684175307116e-02,  1.953160777472229e-02, -1.732935240686894e-01, -6.112771840298003e-02,  1.552974660592642e-01
  3.050000000000000e+00, -1.168711276893858e-02,  9.037630224984783e-02,  1.136687070149161e-01,  8.004469827737244e-02,  1.948972294331375e-02, -1.733317824147930e-01, -6.114100733743185e-02,  1.553835466795941e-01
  3.058333333333334e+00, -1.175183827697429e-02,  9.032011534969997e-02,  1.137030159869190e-01,  8.006345205348321e-02,  1.945411845683820e-02, -1.733662077981201e-01, -6.115516717755877e-02,  1.554723671411206e-01
  3.066666666666667e+00, -1.180272614986711e-02,  9.028563336523132e-02,  1.137330524974168e-01,  8.008362908342179e-02,  1.942435978005075e-02, -1.733963482618756e-01, -6.117026795280636e-02,  1.555656004930760e-01
  3.075000000000000e+00, -1.183496115993064e-02,  9.027358226035531e-02,  1.137590910711970e-01,  8.010630966453164e-02,  1.939995122466032e-02, -1.734214521334677e-01, -6.118660657125782e-02,  1.556624547115546e-01
  3.083333333333333e+00, -1.185032548957692e-02,  9.028427600757216e-02,  1.137812372934167e-01,  8.013041480189564e-02,  1.938035815388250e-02, -1.734412182431378e-01, -6.120386687906820e-02,  1.557628751954279e-01
  3.091666666666667e+00, -1.184562546219629e-02,  9.031751223472528e-02,  1.137998211480940e-01,  8.015693324653779e-02,  1.936594791683155e-02, -1.734550641702784e-01, -6.122235456217196e-02,  1.558621468454592e-01
  3.100000000000000e+00, -1.182098221995061e-02,  9.037253626379838e-02,  1.138151838165428e-01,  8.018600386774796e-02,  1.935727593495673e-02, -1.734626120002206e-01, -6.124193258078384e-02,  1.559545206036107e-01
  3.108333333333333e+00, -1.177804185898147e-02,  9.044804702284615e-02,  1.138273814602620e-01,  8.021723695068760e-02,  1.935409955394829e-02, -1.734636715945271e-01, -6.126243565244320e-02,  1.560353067955526e-01
  3.116666666666667e+00, -1.171962947782506e-02,  9.054225598291255e-02,  1.138361519002608e-01,  8.024972536191408e-02,  1.935521929854889e-02, -1.734582476679788e-01, -6.128389461137561e-02,  1.561022107862000e-01
  3.125000000000000e+00, -1.164923880598650e-02,  9.065300460647396e-02,  1.138412390387833e-01,  8.028225300763572e-02,  1.935899584466205e-02, -1.734465006733429e-01, -6.130648761948296e-02,  1.561550208958781e-01
  3.133333333333333e+00, -1.156873335021232e-02,  9.077812632723870e-02,  1.138422567418767e-01,  8.031381200974001e-02,  1.936391069480248e-02, -1.734292186901933e-01, -6.133058183248221e-02,  1.561958657606488e-01
  3.141666666666667e+00, -1.148489145202019e-02,  9.091442386763982e-02,  1.138401467066155e-01,  8.034244836435570e-02,  1.936890215532894e-02, -1.734060261579042e-01, -6.135506330686045e-02,  1.562232468992967e-01
  3.150000000000000e+00, -1.139920039044724e-02,  9.105936323814179e-02,  1.138346797364157e-01,  8.036717937216654e-02,  1.937309380671981e-02, -1.733783284736240e-01, -6.137965519471596e-02,  1.562407524959567e-01
  3.158333333333334e+00, -1.131608703910210e-02,  9.120987253286827e-02,  1.138261857295338e-01,  8.038663837146297e-02,  1.937545317003941e-02, -1.733470983301421e-01, -6.140351804515180e-02,  1.562516090452552e-01
  3.166666666666667e+00, -1.123367584823631e-02,  9.136364278262721e-02,  1.138137835745598e-01,  8.040123419337709e-02,  1.937504225073838e-02, -1.733148569406263e-01, -6.142714216523236e-02,  1.562634510480258e-01
  3.175000000000000e+00, -1.115521402863556e-02,  9.151754715254379e-02,  1.137980453457904e-01,  8.041074046239906e-02,  1.937230228843556e-02, -1.732830263040428e-01, -6.144965098766652e-02,  1.562788700817872e-01
  3.183333333333334e+00, -1.108168605038800e-02,  9.166850567998019e-02,  1.137799277840722e-01,  8.041605632401776e-02,  1.936968929154781e-02, -1.732531361328480e-01, -6.147016041097342e-02,  1.562973912838998e-01
  3.191666666666667e+00, -1.101345666572747e-02,  9.181329833914598e-02,  1.137608943714340e-01,  8.041856923722286e-02,  1.937046842989876e-02, -1.732263179217391e-01, -6.148773089834679e-02,  1.563164034248654e-01
  3.200000000000000e+00, -1.095041206454034e-02,  9.194879938711398e-02,  1.137424515519106e-01,  8.041973641719706e-02,  1.937688703488849e-02, -1.732034292822467e-01, -6.150176805832286e-02,  1.563345569232602e-01
  3.208333333333333e+00, -1.089207841696200e-02,  9.207226515556099e-02,  1.137257837127578e-01,  8.042080875770009e-02,  1.938946289612886e-02, -1.731852769616421e-01, -6.151212546695928e-02,  1.563531886569698e-01
  3.216666666666667e+00, -1.083776039606348e-02,  9.218152920196165e-02,  1.137116627318220e-01,  8.042265843317305e-02,  1.940712931850896e-02, -1.731726821510024e-01, -6.151898981169030e-02,  1.563759577778859e-01
  3.225000000000000e+00, -1.078659823068487e-02,  9.227503195796505e-02,  1.137007396037267e-01,  8.042574780038518e-02,  1.942795535609898e-02, -1.731663404186009e-01, -6.152260192598896e-02,  1.564070447857756e-01
  3.233333333333333e+00, -1.073753138574724e-02,  9.235167174676029e-02,  1.136941408458360e-01,  8.043032405851322e-02,  1.945069882081185e-02, -1.731665840005152e-01, -6.152275051729041e-02,  1.564475796231899e-01
  3.241666666666667e+00, -1.068932524411064e-02,  9.241058621347031e-02,  1.136938361843080e-01,  8.043660499734222e-02,  1.947597359871867e-02, -1.731731896645247e-01, -6.151840067104567e-02,  1.564932465966272e-01
  3.250000000000000e+00, -1.064067407584703e-02,  9.245098127163343e-02,  1.137024257771528e-01,  8.044471162583101e-02,  1.950565241417013e-02, -1.731853088302311e-01, -6.150782007793867e-02,  1.565359361629594e-01
  3.258333333333334e+00, -1.059020595346447e-02,  9.247204330085501e-02,  1.137226264686888e-01,  8.045452549984168e-02,  1.954158668296913e-02, -1.732015406866265e-01, -6.148896605925342e-02,  1.565670020009736e-01
  3.266666666666667e+00, -1.053642885911656e-02,  9.247303200284041e-02,  1.137568216659341e-01,  8.046570351084957e-02,  1.958520273352993e-02, -1.732201328316854e-01, -6.145979522671198e-02,  1.565787282656097e-01
  3.275000000000000e+00, -1.047620974899183e-02,  9.245373072109819e-02,  1.138064253290267e-01,  8.047793002689030e-02,  1.963807999619682e-02, -1.732395113353149e-01, -6.141854671606429e-02,  1.565646400776581e-01
  3.283333333333333e+00, -1.041137496770975e-02,  9.241428125101536e-02,  1.138726752499171e-01,  8.049036061265522e-02,  1.970068471966502e-02, -1.732575210118673e-01, -6.136360979299144e-02,  1.565178781467105e-01
  3.291666666666667e+00, -1.034016392590222e-02,  9.235618857867811e-02,  1.139545224339286e-01,  8.050219737427060e-02,  1.977395889471856e-02, -1.732734593776389e-01, -6.129403000285476e-02,  1.564352053163163e-01
  3.300000000000000e+00, -1.026296868504829e-02,  9.228168734704933e-02,  1.140502393094969e-01,  8.051238846404124e-02,  1.985772976959632e-02, -1.732868872637409e-01, -6.120933024585101e-02,  1.563152681570621e-01
  3.308333333333334e+00, -1.018075478892717e-02,  9.219365585561201e-02,  1.141574867839459e-01,  8.051977341910860e-02,  1.995088642099141e-02, -1.732978006080758e-01, -6.110965823615643e-02,  1.561596080524100e-01
  3.316666666666667e+00, -1.009451659663253e-02,  9.209532445199287e-02,  1.142736268989389e-01,  8.052331558721909e-02,  2.005153109490942e-02, -1.733063929842015e-01, -6.099595550648081e-02,  1.559727690246651e-01
  3.325000000000000e+00, -1.000488343974940e-02,  9.199010669638019e-02,  1.143958824453004e-01,  8.052239110855013e-02,  2.015694281110303e-02, -1.733129109011358e-01, -6.087027901631475e-02,  1.557627370895908e-01
  3.333333333333333e+00, -9.912050978079403e-03,  9.188154759124867e-02,  1.145214179145242e-01,  8.051691052885296e-02,  2.026307562910179e-02, -1.733176554724655e-01, -6.073610967818671e-02,  1.555418137554132e-01
  3.341666666666667e+00, -9.815896684068792e-03,  9.177321330746202e-02,  1.146474448675155e-01,  8.050724913212601e-02,  2.036464238944302e-02, -1.733209951295699e-01, -6.059805848837270e-02,  1.553257281987088e-01
