time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed, sartorius
5.466667,0.002117,0.011446,0.001580,0.012491,0.020480,-0.012310,0.034404,-0.255683,0.061888,0.041724,0.003625,0.010667,0.007092,-0.007729,0.005669,
5.467500,0.003605,0.000651,-0.002548,0.012349,0.018632,-0.028392,0.027148,0.046244,0.036363,0.033436,0.000756,0.003812,0.006143,0.006548,0.001648,
5.468333,-0.003749,-0.000346,0.001869,0.007138,0.007674,-0.046996,0.018051,0.357665,0.018198,-0.005874,0.007684,0.000401,-0.011276,-0.004810,-0.001297,
5.469167,-0.000570,-0.001641,-0.002716,-0.000252,0.008039,-0.048428,0.008493,0.441922,-0.023603,-0.010458,0.022917,0.023621,-0.004887,0.001381,-0.000881,
5.470000,-0.003034,0.002843,0.002006,-0.004794,0.000333,-0.033284,0.004579,0.269255,0.004631,-0.015125,0.019480,0.032416,-0.002162,0.000555,-0.003667,
5.470833,-0.002296,-0.005232,-0.000291,-0.011379,0.002696,-0.015424,0.007989,0.040924,0.016981,-0.028741,0.025478,0.021586,0.003149,-0.002558,-0.000045,
5.471667,-0.001562,-0.000712,0.000465,-0.007196,0.012516,-0.016642,0.001326,-0.129253,0.036324,-0.023094,0.022166,0.022092,0.002495,0.005929,-0.005125,
5.472500,-0.004193,-0.002544,0.000610,-0.014070,0.007801,-0.012492,-0.005343,-0.234728,0.011234,-0.019253,0.021162,0.013773,-0.004130,-0.006638,-0.000141,
5.473333,0.000337,-0.012580,-0.001381,-0.010032,0.003790,-0.000340,-0.005615,-0.241340,-0.157621,-0.050185,0.013939,0.014770,-0.012612,0.008877,-0.003254,
5.474167,-0.003386,-0.006729,0.001512,-0.010954,-0.006859,-0.003034,-0.008041,-0.154141,-0.257675,-0.066456,0.008137,0.006905,-0.010138,-0.008715,-0.001497,
5.475000,0.001115,-0.010336,-0.003071,-0.011036,-0.007836,-0.000846,-0.018277,-0.039223,-0.152195,-0.045182,0.004526,-0.000076,-0.008766,0.005590,-0.001279,
5.475833,-0.003558,-0.010598,0.002264,-0.009974,-0.010753,0.002305,-0.013442,0.001312,-0.019684,-0.014584,-0.009096,-0.018551,-0.021319,-0.005122,-0.001841,
5.476667,0.000296,-0.010421,-0.001402,-0.006695,-0.008450,0.008755,-0.008195,0.031073,-0.001410,0.014053,-0.010454,-0.031906,-0.004006,0.000653,0.000327,
5.477500,-0.001059,-0.004011,0.001494,0.002466,-0.019706,0.009245,0.000353,0.041953,0.032820,0.003052,-0.010691,-0.029015,0.008228,0.000637,-0.002559,
5.478333,-0.000603,0.001765,-0.000034,-0.000645,-0.017060,0.002299,0.062854,-0.001776,0.040930,0.008735,-0.005236,-0.052617,0.008516,-0.002116,0.001404,
5.479167,0.001511,0.001113,0.000117,0.005800,-0.008449,0.020617,0.082863,-0.022467,0.044475,0.022728,-0.006307,-0.056181,0.008760,0.006736,-0.000451,
5.480000,-0.000819,-0.001381,0.001185,0.006854,-0.017216,0.090491,0.025432,0.003356,0.059975,0.021404,-0.013001,-0.034981,0.007128,-0.006527,0.001797,
5.480833,0.002630,-0.006315,-0.002324,0.014271,-0.003528,0.082112,0.014765,0.009448,0.060156,0.031031,-0.010686,-0.004737,0.013845,0.003870,-0.000701,
5.481667,-0.002634,-0.002534,0.001797,0.008835,-0.009948,0.031685,-0.029097,-0.010165,0.051617,0.014708,-0.011280,0.003578,0.010603,-0.008610,0.000906,
5.482500,0.002158,-0.010925,-0.002321,0.013288,-0.010063,-0.000481,-0.069988,-0.017970,0.048121,0.018545,-0.007475,0.012094,0.008694,0.005318,0.000364,
5.483333,-0.002217,-0.004151,0.002871,0.011309,-0.008584,-0.005348,-0.081961,0.120286,0.044357,-0.009160,-0.006767,0.026008,0.003852,-0.003786,-0.001104,
5.484167,0.000723,-0.007976,-0.002008,0.009926,-0.006713,-0.049871,-0.049750,0.254433,0.036073,-0.004140,0.003184,0.026715,-0.006059,0.003295,0.000625,
5.485000,-0.001074,-0.007726,0.000590,0.006550,-0.015258,-0.118763,-0.024762,0.273364,0.017332,-0.003907,0.005728,0.012547,-0.006993,0.001688,-0.002687,
5.485833,-0.001652,-0.003831,-0.000625,-0.002321,-0.009932,-0.119075,-0.047264,0.180419,0.013013,-0.014084,0.008779,0.005645,-0.003983,-0.004945,0.001629,
5.486667,0.000974,-0.002062,0.000754,0.003002,-0.001086,-0.030799,-0.047351,0.082697,0.006942,-0.003824,0.006063,0.008007,-0.005718,0.007808,-0.002293,
5.487500,-0.002499,-0.000712,0.001523,-0.005856,0.000169,0.027979,-0.017219,-0.063757,-0.008669,-0.007747,0.001377,-0.006596,-0.004869,-0.005219,0.000808,
5.488333,0.000444,0.003600,-0.001980,-0.011038,0.013085,0.016527,0.015844,-0.212250,-0.001178,-0.009356,-0.001026,-0.014192,-0.009820,0.008462,-0.002798,
5.489167,-0.004232,0.012273,0.001994,-0.017117,0.007320,0.009315,0.000286,-0.227124,-0.021874,-0.021306,-0.007722,-0.012937,-0.008509,-0.006691,-0.003036,
5.490000,-0.000045,0.008698,-0.002272,-0.016153,0.014026,0.015954,0.027990,-0.222798,-0.023628,-0.011237,-0.001792,-0.006478,-0.005200,0.005625,-0.001889,
5.490833,-0.002861,0.013494,0.001855,-0.017755,0.015064,0.024689,0.035653,-0.168723,-0.021575,-0.003865,-0.003848,0.003215,-0.020180,-0.003421,-0.001489,
5.491667,-0.001235,0.011112,-0.001648,-0.015968,0.007854,0.008190,0.023905,-0.110627,-0.026425,0.006301,-0.006429,0.003791,-0.007815,0.000045,-0.000005,
5.492500,0.000562,0.011484,0.000647,-0.006974,0.003699,0.011299,0.028468,-0.076683,-0.013644,0.008729,-0.006647,0.025319,-0.006093,0.003509,-0.000793,
5.493333,0.005736,0.012481,-0.000872,0.001599,0.007336,0.019336,0.026158,-0.016007,-0.013935,0.000660,0.005252,0.061399,-0.010734,-0.003408,0.008509,
5.494167,0.010626,0.013802,-0.001476,0.011280,0.013273,0.025247,0.036666,0.013800,-0.001086,0.012749,0.007286,0.067172,0.008788,0.009810,0.007148,
5.495000,0.007447,0.011939,0.001582,0.008489,0.015707,0.018152,0.037104,0.009010,-0.005650,0.024222,0.003565,0.036082,0.017839,-0.007651,0.010688,
5.495833,0.008406,-0.001354,-0.001616,0.017031,0.015849,0.004255,0.036928,-0.048293,-0.003702,0.030779,0.005680,-0.009443,0.017645,0.006006,0.005547,
5.496667,0.001601,-0.001366,0.002967,0.014777,0.013534,0.004554,0.024224,-0.165652,0.009000,0.022013,0.006453,-0.051702,0.016294,-0.005832,0.002861,
5.497500,0.000302,-0.005657,-0.002062,0.012409,0.016524,-0.001920,0.034379,-0.223810,0.022814,0.011317,0.006337,-0.049348,0.015620,0.006122,-0.000575,
5.498333,-0.006326,-0.001730,0.001910,0.010378,0.010758,-0.012644,0.029988,-0.048285,0.012078,0.005670,-0.004131,-0.043735,0.008295,0.000207,-0.005985,
5.499167,-0.003027,-0.002271,-0.000984,0.008071,0.017420,-0.030899,0.072674,0.239373,-0.000645,0.028987,-0.002674,-0.038682,0.011254,0.002976,-0.002691,
5.500000,-0.004759,-0.003790,0.000548,0.007007,0.007182,-0.001067,0.032254,0.346700,0.011632,0.025072,-0.006078,-0.029160,0.015489,-0.020975,-0.006565,
5.500833,-0.004202,-0.003566,-0.000210,0.002756,-0.000759,0.049763,-0.017751,0.330329,-0.000695,0.017838,-0.000302,-0.007239,-0.003268,-0.004353,-0.001743,
5.501667,0.002609,-0.002540,-0.000968,0.008736,0.006077,0.055899,-0.019841,0.189350,-0.006357,0.027384,0.004739,0.005407,0.000445,0.008133,-0.001349,
5.502500,0.001479,0.003230,0.001630,0.000376,0.000192,0.137655,-0.054913,0.049932,-0.008715,0.044668,0.004929,0.026777,-0.001304,-0.007014,0.004073,
5.503333,0.004001,0.004714,-0.001875,0.000096,-0.008525,0.134586,-0.095063,-0.020834,-0.013874,0.030439,0.008821,0.037030,-0.002728,0.009410,0.001550,
5.504167,-0.002035,0.015314,0.002860,-0.008589,-0.010338,0.106898,-0.107351,-0.075206,-0.017863,-0.002059,0.003147,0.025935,-0.005974,-0.008358,0.000387,
5.505000,0.001527,0.013642,-0.002171,-0.012411,-0.007405,0.129602,-0.160914,-0.135557,-0.012737,-0.007377,0.001955,0.021104,0.004206,0.004380,-0.000333,
5.505833,-0.004084,0.006998,0.001342,-0.013971,-0.015161,-0.124194,-0.098135,-0.091685,-0.021371,-0.024136,-0.001609,0.007425,-0.004853,0.001392,-0.004427,
5.506667,-0.004679,-0.016541,0.000125,-0.017696,-0.017292,-0.248336,0.207782,0.049712,-0.009415,-0.037691,0.003300,-0.009157,-0.024005,0.005873,-0.002894,
5.507500,-0.001479,-0.007555,-0.000177,-0.010775,-0.018538,0.002361,0.221407,0.194790,0.001028,-0.068944,0.000066,-0.006219,-0.008401,0.002719,-0.003973,
5.508333,0.001396,-0.000545,-0.001242,-0.011977,-0.018293,-0.351875,-0.146824,0.232758,0.000524,-0.087362,-0.012820,0.007080,-0.005196,-0.012644,0.004541,
5.509167,0.003794,-0.001016,-0.001392,-0.004976,-0.017927,-0.301817,-0.232687,0.158101,-0.011969,-0.099326,-0.035953,0.012727,-0.004634,0.007544,0.002355,
5.510000,-0.003746,-0.003023,0.002272,-0.007776,-0.032385,0.053228,-0.195627,0.013216,-0.028486,-0.130131,-0.030556,-0.002860,-0.007939,-0.007667,-0.000916,
5.510833,-0.002756,-0.011453,-0.001694,-0.006796,-0.025181,0.202745,-0.170214,-0.100752,-0.016189,-0.134718,0.012546,-0.021985,-0.013438,0.007642,-0.005575,
5.511667,-0.009716,-0.019896,0.002274,-0.005390,-0.021320,0.153968,-0.076939,-0.111335,-0.012126,-0.093197,0.024860,-0.019627,-0.017928,-0.003441,-0.006890,
5.512500,-0.002800,-0.024683,-0.002151,0.001483,-0.016960,-0.097304,0.114419,-0.051336,0.022797,-0.021528,0.014495,-0.006161,0.004988,0.007302,-0.002264,
5.513333,-0.003826,-0.023973,0.001358,0.008638,-0.015884,-0.536488,0.243497,-0.032580,0.018418,0.041896,0.015038,-0.007831,0.009992,0.002185,-0.003596,
5.514167,-0.000431,-0.021565,-0.000169,0.010131,0.000254,-0.472269,0.346918,-0.076378,0.029392,0.065250,0.079457,-0.000223,0.015855,0.001197,0.000715,
5.515000,0.002355,-0.013627,0.001049,0.015122,0.003870,0.164119,0.358912,-0.081641,0.042466,0.084300,0.007576,-0.008205,0.012661,0.004035,-0.000161,
5.515833,0.001179,-0.016157,-0.000021,0.014156,0.003244,0.523320,0.276875,0.027278,0.024397,0.103073,-0.090727,-0.014223,-0.001567,-0.009443,0.004309,
5.516667,0.004743,-0.004566,-0.002008,0.017615,0.007110,0.375178,0.074703,0.086952,0.027846,0.109413,-0.115187,-0.002862,0.006286,0.004405,0.000547,
5.517500,-0.000225,0.009731,0.002108,0.011770,0.013979,0.325719,-0.047732,0.009377,0.010556,0.081694,-0.178556,-0.007226,0.011355,-0.008896,0.002901,
5.518333,0.005200,0.006923,-0.003085,0.012342,0.012594,0.189028,-0.093040,-0.058276,0.006868,0.099600,-0.205293,0.005805,0.003577,0.008182,0.001914,
5.519167,0.000574,0.015267,0.001946,0.005451,0.008171,0.063607,-0.084432,-0.107952,0.019684,0.094333,-0.049368,0.009077,-0.005139,-0.004330,0.002013,
5.520000,0.003906,0.012360,-0.001416,-0.002797,0.012943,0.037880,-0.069070,-0.192748,0.003991,0.060410,0.243135,0.014500,0.001693,0.003008,0.003811,
5.520833,0.001158,0.022490,0.001630,-0.005379,0.015333,0.019747,-0.082970,-0.248073,0.012883,0.011865,0.357575,0.020099,-0.001858,-0.001087,0.000290,
5.521667,0.001183,0.018975,-0.000360,-0.013584,0.022675,-0.037883,-0.121555,-0.258747,-0.023839,0.002089,0.275171,0.014133,-0.008461,-0.003186,0.002744,
5.522500,0.001843,0.021980,-0.000520,-0.014440,0.025210,-0.112532,-0.137357,-0.239007,-0.026993,-0.029063,0.060448,0.007899,-0.001780,0.005408,-0.001188,
5.523333,0.001003,0.023281,0.001152,-0.016795,0.030565,-0.076136,-0.191237,-0.192086,-0.024363,-0.062707,-0.035302,0.002320,-0.007900,-0.009334,0.004210,
5.524167,0.004001,0.011906,-0.001143,-0.011034,0.032168,-0.107948,-0.218463,-0.186508,-0.020546,-0.078742,-0.034846,-0.010990,-0.011707,0.006298,0.000322,
5.525000,-0.002134,0.009683,0.001749,-0.014246,0.021915,-0.075339,-0.224181,-0.300561,-0.011437,-0.079661,0.002431,-0.021194,-0.003277,-0.006443,0.000574,
5.525833,0.003193,0.002429,-0.002988,-0.010865,0.020381,-0.219063,-0.163477,-0.341542,-0.026965,-0.049188,0.002185,-0.009978,-0.003660,0.002339,0.001148,
5.526667,-0.001841,0.003572,0.002345,-0.007452,0.017923,-0.460363,-0.075966,0.004391,-0.019998,-0.026446,-0.070408,-0.017471,-0.003696,-0.003827,-0.001164,
5.527500,0.000613,-0.007186,-0.001476,-0.002024,0.015573,-0.407984,-0.046732,0.470150,-0.007648,0.014449,-0.087359,-0.007967,0.000741,0.002372,0.001264,
5.528333,0.000784,-0.010471,0.001569,0.007708,0.003833,0.067635,-0.038938,0.794410,0.020899,0.037276,-0.092794,0.016244,0.000955,0.000640,-0.000421,
5.529167,0.004771,-0.011635,-0.000573,0.013502,0.009058,0.408027,-0.010569,0.639354,0.021677,0.072193,-0.103522,0.030135,0.003358,-0.000785,0.005831,
5.530000,0.004940,-0.016184,-0.000427,0.021001,-0.002975,0.308169,0.101747,0.334226,0.028541,0.074133,-0.154201,0.026072,0.016190,0.008624,0.000177,
5.530833,-0.001309,-0.009487,0.000178,0.014639,-0.014915,-0.180228,0.242805,0.219046,0.010191,0.052055,-0.195407,-0.021741,0.007559,-0.004399,0.001842,
5.531667,0.001889,-0.000868,-0.001353,0.017147,-0.013833,-0.309356,0.305966,0.086139,0.011316,0.040709,-0.110877,-0.041289,0.006913,0.011109,-0.001694,
5.532500,-0.004545,0.004158,0.003678,0.012649,-0.028149,0.202728,0.439085,-0.018785,0.018624,0.009545,0.057578,-0.037160,0.003414,-0.005125,-0.001887,
5.533333,-0.004135,-0.004198,-0.001057,0.008313,-0.028906,0.718764,0.366262,-0.024286,-0.004370,-0.006821,0.142874,-0.015624,0.011553,0.003964,-0.005304,
5.534167,-0.009398,0.001051,0.001228,0.002909,-0.029101,0.894135,0.155664,0.024901,0.001370,-0.047767,0.146084,0.001943,0.013470,-0.006792,-0.006759,
5.535000,-0.001414,0.002638,-0.003353,0.003145,-0.025096,0.275421,0.099129,0.068735,-0.009640,-0.066144,0.130389,0.028800,0.009463,0.003196,0.000001,
5.535833,0.001808,0.009236,0.000458,0.004131,-0.020567,-0.637750,0.148059,0.048964,-0.022151,-0.143423,0.049105,0.037770,0.009288,0.004627,0.000632,
5.536667,-0.001716,0.003273,-0.000003,-0.006501,-0.018269,-0.720001,0.068600,0.033795,-0.019694,-0.201760,0.006463,0.041192,-0.002015,-0.004939,0.001846,
5.537500,-0.002679,0.007768,-0.000463,-0.006480,-0.017284,-0.335981,-0.079074,-0.002274,-0.026079,-0.151858,0.072054,0.033859,-0.000959,0.003945,-0.005513,
5.538333,-0.004743,0.014612,0.000908,-0.014426,-0.014705,-0.309334,-0.165822,-0.060194,-0.020558,-0.065235,0.127331,0.025669,-0.002352,-0.006563,-0.001760,
5.539167,0.000182,0.010052,-0.002298,-0.005475,-0.006090,-0.607991,-0.235843,-0.091482,-0.019460,-0.003637,0.099675,0.029572,-0.007273,0.007177,-0.002609,
5.540000,-0.003314,0.005515,0.003041,-0.011367,-0.016899,0.044157,-0.435104,-0.081828,-0.000965,0.020177,0.065091,0.013352,-0.019391,-0.032655,-0.000126,
5.540833,0.002779,-0.002830,-0.001081,-0.009369,-0.019178,0.783024,-0.388475,-0.103571,0.007920,0.053268,-0.025997,0.010408,-0.017960,0.009134,0.001880,
5.541667,-0.000152,-0.002788,0.001817,-0.010165,-0.023725,0.695085,-0.170641,-0.090482,0.014219,0.068081,-0.256885,0.007907,-0.018703,0.000710,-0.000709,
5.542500,0.002241,-0.015728,-0.001388,-0.007801,-0.015852,0.232323,-0.057836,-0.039458,0.013818,0.097028,-0.263935,0.003855,-0.010485,0.004175,0.002487,
5.543333,0.000047,-0.016784,0.000748,-0.008379,-0.020543,0.093157,-0.009050,-0.087133,0.005655,0.093171,-0.138374,-0.014574,-0.001700,0.004579,-0.002107,
5.544167,-0.000474,-0.020910,0.000900,-0.016472,-0.010592,0.109466,0.016901,-0.155549,0.017508,0.064344,-0.042532,-0.037311,-0.013254,-0.000978,0.000620,
5.545000,0.000226,-0.013302,-0.000779,-0.006136,0.001837,0.004494,0.046419,-0.152048,0.022227,0.047978,0.006527,-0.049093,0.002767,0.007954,-0.002603,
5.545833,-0.002424,-0.007073,0.000746,-0.000862,0.015870,-0.086663,0.055414,-0.128261,0.016005,0.040596,0.059639,-0.030379,0.001046,-0.006314,0.001200,
5.546667,-0.000178,-0.007553,-0.002153,0.005614,0.035818,-0.144708,0.064522,-0.149191,0.016555,0.035052,0.087230,-0.019299,0.003254,0.008863,-0.002920,
5.547500,-0.006612,-0.005113,0.001967,0.003686,0.039438,-0.168787,0.040528,-0.180751,0.003744,0.020676,0.068419,-0.038413,0.007717,-0.006174,-0.003972,
5.548333,-0.001120,-0.015144,-0.002916,0.006486,0.042780,-0.187619,0.041629,-0.192770,0.008105,0.021121,0.051446,-0.025283,0.005743,-0.001682,-0.001952,
5.549167,-0.003230,-0.006955,0.001509,0.007765,0.041288,-0.195109,0.051110,-0.137015,-0.020706,0.031036,0.018020,-0.047467,-0.002357,-0.002072,-0.002653,
5.550000,-0.000424,0.003458,-0.001084,0.005397,0.047793,-0.182233,0.061265,-0.077211,-0.010193,0.042464,-0.019181,-0.031531,0.004481,0.001202,0.000488,
5.550833,0.001501,0.007425,-0.000320,0.014188,0.042162,-0.167555,0.054625,-0.049878,-0.008864,0.050491,-0.007961,-0.003216,0.008257,0.003411,0.000608,
5.551667,0.006362,0.006501,0.000139,0.020566,0.032784,-0.174951,0.054466,-0.032002,0.007255,0.019219,0.037034,0.014179,0.014318,-0.004141,0.009304,
5.552500,0.011871,0.010175,-0.000775,0.019806,0.013700,-0.178066,0.055680,-0.027093,0.030859,-0.016607,0.046833,0.012617,0.018551,0.007843,0.007199,
5.553333,0.007653,0.005964,0.002737,0.009014,0.005035,-0.076364,0.046141,-0.016374,0.006122,-0.031556,0.040348,-0.021281,0.004939,-0.006564,0.009247,
5.554167,0.008659,-0.002288,-0.001685,0.005587,-0.004372,0.023350,0.038437,-0.005021,0.030571,-0.028124,0.022752,-0.060613,-0.000419,0.008636,0.004916,
5.555000,-0.000219,0.003147,0.003049,-0.001458,-0.018212,0.033361,0.012040,0.043129,0.030074,-0.048325,-0.003229,-0.071158,-0.009270,-0.004690,0.001529,
5.555833,0.002225,0.009782,-0.003050,-0.007848,-0.008899,0.025878,0.009439,0.191233,0.032278,-0.024617,-0.008171,-0.034111,-0.009401,0.001979,0.001982,
5.556667,0.003017,0.016267,0.002143,-0.010225,-0.011564,0.071137,0.004907,0.318852,-0.003376,-0.031054,-0.004312,-0.000409,-0.006608,-0.002484,0.001997,
5.557500,0.001693,0.004159,-0.001360,-0.014543,-0.012665,0.135617,-0.006078,0.274995,-0.081585,-0.069512,-0.001910,0.014251,-0.004399,-0.001295,0.002029,
5.558333,-0.002973,0.001092,0.000325,-0.019428,-0.013460,0.208075,-0.016903,0.065491,-0.049727,-0.063736,-0.005427,0.047106,-0.012384,0.004325,-0.004644,
5.559167,-0.002139,-0.007264,0.000791,-0.020154,0.003256,0.328377,-0.024015,0.056684,-0.076834,-0.045497,0.000813,0.079842,-0.005232,-0.004087,0.000896,
5.560000,0.002054,-0.012813,-0.001184,-0.011535,0.002657,0.474735,-0.015781,0.255675,-0.098478,-0.038927,0.009753,0.115948,0.004391,0.008104,-0.000738,
5.560833,-0.001083,-0.010059,0.001267,-0.008835,-0.008116,0.526324,-0.022686,0.384020,-0.114164,-0.035498,0.030660,0.135252,0.000005,-0.008235,0.002350,
5.561667,0.004617,-0.011210,-0.001774,0.005643,-0.001015,0.368250,-0.032194,0.231891,-0.137898,-0.029266,0.023673,0.143507,0.008007,0.007167,0.002374,
5.562500,-0.001755,0.000666,0.002205,0.005953,-0.012683,0.118002,-0.057257,0.026112,-0.146302,-0.012603,0.002488,0.125246,0.008407,-0.006725,-0.000368,
5.563333,-0.000827,0.010757,-0.003277,0.013910,-0.014756,-0.413652,-0.136012,-0.043612,-0.083808,0.016330,-0.000728,0.113054,0.001200,0.002119,-0.002217,
5.564167,-0.007405,0.017063,0.001466,0.015317,-0.025399,-0.855500,-0.196285,0.059183,0.237284,0.047626,-0.040017,0.063371,0.001948,-0.003532,-0.008367,
5.565000,-0.006387,0.004763,-0.000810,0.017490,-0.043091,-0.794081,-0.171251,0.149068,0.378754,0.058874,-0.086255,0.028912,0.009274,-0.000181,-0.004781,
5.565833,-0.006777,0.003129,0.000576,0.020271,-0.049974,-0.731020,-0.082138,0.149386,0.124842,0.052996,-0.075977,-0.010545,0.006387,-0.000493,-0.009010,
5.566667,-0.008577,0.004808,0.000437,0.012055,-0.041308,-0.529378,-0.007256,0.018558,0.154858,0.048176,-0.030401,-0.051417,0.001982,-0.005079,-0.005338,
5.567500,-0.003548,0.006714,-0.000466,0.011145,-0.036302,-0.139059,0.051978,-0.105860,0.169557,0.033608,-0.029481,-0.052426,0.006886,0.008338,-0.006430,
5.568333,-0.005422,0.021935,0.001378,0.001968,-0.033102,0.067643,0.074292,-0.169927,0.037984,0.009170,-0.019955,-0.075890,-0.001031,-0.006934,-0.001297,
5.569167,0.000909,0.033648,-0.001509,0.002982,-0.012454,0.288778,0.099132,-0.253050,-0.051003,-0.013816,-0.001200,-0.104008,0.005539,0.010446,-0.001229,
5.570000,-0.002556,0.029909,0.004149,-0.005353,-0.007290,0.774703,0.254733,-0.319870,-0.073042,-0.016856,0.005444,-0.156500,-0.001027,-0.002390,0.000185,
5.570833,0.000056,0.014952,-0.002401,-0.014192,0.015079,0.749736,0.375274,-0.381999,-0.091519,-0.018994,0.016938,-0.174483,-0.007610,0.004304,0.000357,
5.571667,-0.002542,0.006589,0.001118,-0.020030,0.037137,0.517717,0.347111,-0.395472,-0.095519,-0.029969,0.014697,-0.164669,-0.009790,-0.001823,-0.003304,
5.572500,-0.002257,-0.008800,-0.001162,-0.026076,0.050370,0.330566,0.235417,-0.330023,-0.095794,-0.020607,0.019811,-0.136347,-0.012908,-0.004595,0.000347,
5.573333,-0.001676,-0.014161,-0.000849,-0.021039,0.049165,0.143686,0.118020,-0.245371,-0.093949,-0.016826,0.014462,-0.100768,-0.010407,0.003008,-0.003028,
5.574167,-0.001863,-0.018530,0.001598,-0.020637,0.056894,0.358159,0.020255,-0.165803,-0.071143,-0.013568,0.018064,-0.033919,-0.012663,-0.008922,0.000615,
5.575000,0.000851,-0.025137,-0.001755,-0.014341,0.045503,0.627965,-0.104258,-0.066891,-0.050189,0.012836,0.018448,0.040469,-0.010367,0.006309,-0.002605,
5.575833,-0.001310,-0.014628,0.000537,-0.011608,0.031949,0.237195,-0.197222,0.045763,-0.050089,0.002738,0.015342,0.085099,-0.009471,-0.006841,0.002424,
5.576667,0.007681,0.002607,-0.002819,0.001602,0.029672,-0.347824,-0.206579,0.144154,-0.041013,-0.002347,0.019461,0.106168,-0.009515,0.006104,0.005636,
5.577500,0.008297,0.034190,0.001605,0.010647,0.006636,-0.760559,-0.201568,0.299175,-0.012358,0.013302,0.013440,0.059374,0.000033,-0.006431,0.008865,
5.578333,0.014122,0.025493,-0.001449,0.019194,-0.000992,-0.767372,-0.186094,0.468971,0.007878,0.038397,0.016838,-0.008640,0.012918,0.001485,0.013945,
5.579167,0.011731,-0.001960,0.001752,0.021297,-0.006490,-0.730160,-0.151835,0.404027,0.041900,0.034635,0.017473,-0.075345,0.008697,0.000250,0.008519,
5.580000,0.009518,-0.032893,-0.000542,0.018030,-0.013987,-0.445153,-0.117596,0.235538,0.041574,0.027185,0.015667,-0.105399,0.016212,-0.001589,0.009983,
5.580833,0.007636,-0.063315,0.000672,0.021455,-0.021357,0.018473,-0.081557,0.082340,0.005764,0.007644,-0.003973,-0.070794,0.017767,0.005276,0.003994,
5.581667,0.002880,-0.068320,0.001122,0.017387,-0.029683,0.330957,-0.023248,0.031069,0.013752,0.008652,-0.017481,-0.003045,0.008328,-0.005704,0.004588,
5.582500,0.003337,-0.072588,-0.001481,0.020023,-0.025863,0.238872,0.035108,0.014393,0.034963,0.025461,-0.013253,0.044038,0.015669,0.008654,-0.000136,
5.583333,-0.002594,-0.053791,0.002171,0.005717,-0.025327,0.218204,0.033168,-0.122157,0.114968,0.022193,-0.004866,0.161738,0.006071,-0.005971,-0.000874,
5.584167,-0.001028,-0.039041,-0.002264,-0.002026,-0.003684,0.194137,0.004918,-0.272593,0.209319,-0.013838,-0.005139,0.251647,0.003034,0.008253,-0.003121,
5.585000,-0.008144,-0.018666,0.001540,-0.008695,0.012798,0.005840,-0.030279,-0.188116,0.318438,0.012257,-0.010260,0.239295,0.009001,-0.004522,-0.006880,
5.585833,-0.007160,-0.024349,-0.001980,-0.011842,0.018146,-0.039031,-0.050446,0.038870,0.395915,0.035149,-0.004979,0.242138,0.002306,0.001632,-0.006051,
5.586667,-0.009829,-0.016662,0.001672,-0.015277,0.005011,0.083100,-0.042896,0.054874,0.320893,0.022470,-0.003039,0.182458,-0.015370,0.001844,-0.011013,
5.587500,-0.008982,0.025048,-0.000322,-0.020976,-0.000840,-0.040400,-0.009883,-0.076439,0.014799,-0.021370,0.010804,0.100308,-0.012288,-0.000987,-0.005443,
5.588333,-0.007064,0.063298,-0.000943,-0.015050,-0.002328,-0.178516,-0.033765,-0.139439,-0.157953,-0.061138,0.009987,0.019246,-0.006909,-0.000455,-0.009026,
5.589167,-0.008198,0.066699,0.000879,-0.021143,-0.011983,-0.485029,-0.140592,-0.066374,-0.260632,-0.038860,0.006239,-0.074112,-0.019373,-0.009377,-0.003759,
5.590000,-0.002620,0.065350,-0.001571,-0.014225,-0.013648,-0.633501,-0.217871,-0.033646,-0.474271,-0.025950,0.000612,-0.173319,-0.012752,0.007341,-0.004905,
5.590833,-0.005438,0.072861,0.001778,-0.012295,-0.018017,-0.378804,-0.142438,-0.024956,-0.769460,-0.081461,-0.002338,-0.191680,-0.016798,-0.003862,-0.001629,
5.591667,0.003182,0.066514,-0.002655,-0.004209,0.001602,-0.257051,-0.002023,0.001304,-0.488401,-0.086216,0.002711,-0.139694,-0.009993,0.009198,0.001489,
5.592500,0.001878,0.060050,0.003595,0.002104,0.024295,0.167484,0.066183,0.090390,-0.009184,-0.059432,0.001242,-0.148864,-0.005000,-0.000631,0.001854,
5.593333,0.006519,0.051332,-0.000987,0.009242,0.029460,0.736342,0.183445,0.197666,0.127158,-0.063503,0.001169,-0.145454,0.000472,0.006171,0.006638,
5.594167,0.004743,0.042940,0.000992,0.013852,-0.002437,0.849924,0.435137,0.243536,-0.121422,-0.110470,-0.013090,-0.134452,0.005816,0.009155,0.001955,
5.595000,0.003876,0.022186,-0.000689,0.009222,-0.020733,0.399789,0.531842,0.189439,-0.282278,-0.049403,-0.013020,-0.087116,0.002639,-0.008771,0.005659,
5.595833,0.005139,0.006433,-0.000844,0.015646,-0.021609,0.167367,0.336083,0.088505,-0.116523,0.065089,-0.008404,0.025011,0.010324,0.002135,0.001727,
5.596667,0.000750,-0.007563,0.001748,0.018018,-0.021077,0.093755,0.133472,0.078698,-0.051770,0.122396,-0.001545,0.086049,0.016204,-0.009702,0.004046,
