Time(sec),PM,AM,AL,PL,GON,GRF
6.731667,77.690061,66.912968,60.708729,83.256924,7.545734,0.164988
6.74,77.802832,66.143478,60.258997,82.53944,7.537463,0.165082
6.748333,77.598862,65.257504,59.880925,81.69932,7.537423,0.164956
6.756667,77.635526,63.991244,58.848048,80.366628,7.526343,0.164334
6.765,77.484446,63.028205,57.596538,79.11818,7.516346,0.163579
6.773333,77.087097,62.509703,56.521176,78.206852,7.508821,0.162432
6.781667,76.797954,61.987944,55.752195,77.444195,7.492825,0.160271
6.79,76.528364,61.183417,54.962539,76.473099,7.47089,0.158731
6.798333,76.207772,60.315609,53.746396,75.268171,7.449525,0.158853
6.806667,76.137032,60.191508,51.966727,74.423899,7.430495,0.158925
6.815,76.073464,60.241364,50.193685,73.710695,7.416407,0.158053
6.823333,75.527458,59.092622,49.233712,72.360343,7.409754,0.156588
6.831667,75.326097,57.819038,48.078705,70.913011,7.407074,0.155917
6.84,75.530453,57.194371,46.348204,69.78418,7.403128,0.156116
6.848333,74.837089,56.684138,45.087863,68.734516,7.392619,0.155345
6.856667,73.808136,55.759318,44.339949,67.526069,7.370861,0.15396
6.865,73.856328,54.305447,43.465069,66.124783,7.338446,0.153395
6.873333,74.094877,53.404682,42.398614,65.084826,7.312724,0.152593
6.881667,73.736148,53.339773,41.246591,64.478675,7.302128,0.151216
6.89,72.940947,52.958471,40.148075,63.571379,7.297356,0.150523
6.898333,72.33,51.79,39.08,62.15,7.292,0.15
6.906667,72.387983,49.991098,37.909653,60.377232,7.280304,0.14873
6.915,72.377829,48.750376,36.383,58.841723,7.251962,0.14759
6.923333,71.9037,48.208295,34.806088,57.685992,7.214238,0.14708
6.931667,71.282619,47.137053,33.976796,56.428605,7.192282,0.146697
6.94,70.457137,45.662235,33.018068,54.7823,7.177358,0.14572
6.948333,69.59711,44.30073,31.265878,52.88019,7.156115,0.143898
6.956667,69.759142,42.845436,30.340903,51.480788,7.143023,0.142178
6.965,70.285039,41.189302,29.966691,50.246379,7.13366,0.141035
6.973333,69.458974,39.454389,28.458334,48.184911,7.110338,0.140322
6.981667,68.597537,37.943514,27.16393,46.368349,7.091783,0.139797
6.99,68.548853,36.860431,26.713178,45.391346,7.084203,0.139253
6.998333,68.457742,36.190442,25.761457,44.488686,7.065092,0.138579
7.006667,68.150848,35.532618,24.54284,43.433408,7.030998,0.138024
7.015,67.967831,34.375306,24.189281,42.411232,6.995226,0.13796
7.023333,67.749299,33.091247,23.725882,41.249712,6.973825,0.13798
7.031667,67.440305,31.97914,22.567534,39.903103,6.962983,0.137916
7.04,67.359224,30.815977,21.633912,38.655634,6.931942,0.138286
7.048333,67.576365,29.285266,21.111576,37.379045,6.900238,0.139108
7.056667,67.882544,27.342674,20.530406,35.811268,6.901108,0.139866
7.065,67.956811,25.80495,19.613012,34.34505,6.883255,0.139876
7.073333,67.838139,24.762288,18.414204,33.069225,6.836926,0.139213
7.081667,67.957556,23.338787,17.306204,31.602387,6.813708,0.138829
7.09,68.098486,21.433055,16.308494,29.839234,6.803414,0.139105
7.098333,67.923627,19.627153,15.345769,28.099348,6.776186,0.139789
7.106667,67.809646,18.655203,14.664611,27.089518,6.75599,0.140201
7.115,67.601586,18.028512,14.071964,26.343043,6.737763,0.140069
7.123333,66.852179,16.679467,13.147667,24.822612,6.697649,0.139471
7.131667,66.055324,15.388183,12.186112,23.319161,6.654605,0.138688
7.14,65.481175,14.71254,11.566245,22.447758,6.630546,0.138095
7.148333,64.650093,13.975418,11.369765,21.647015,6.62697,0.138037
7.156667,63.657402,12.932182,11.211223,20.603428,6.620353,0.138073
7.165,62.935152,11.709611,10.489928,19.257922,6.577817,0.137401
7.173333,61.862905,10.254432,9.556647,17.580172,6.531489,0.136968
7.181667,60.283567,8.861314,8.95964,15.974174,6.513182,0.137069
7.19,59.199789,8.272875,8.834501,15.253173,6.510354,0.136143
7.198333,58.181039,7.929914,8.733571,14.733993,6.497605,0.134251
7.206667,56.374773,6.910953,8.144052,13.352316,6.454491,0.132161
7.215,54.447007,5.676917,7.587597,11.805021,6.412427,0.1301
7.223333,52.973624,4.765134,7.192349,10.656105,6.387058,0.128204
7.231667,51.789145,4.222318,6.383309,9.657406,6.358528,0.126735
7.24,50.725776,4.08484,5.679248,9.0217,6.333526,0.125971
7.248333,49.63928,4.152938,5.654582,8.819614,6.318617,0.125954
7.256667,48.438927,3.567376,5.793359,8.188632,6.290413,0.126014
7.265,47.353359,2.660942,5.632152,7.225263,6.255936,0.125992
7.273333,46.681103,2.469947,4.99141,6.672644,6.240395,0.126097
7.281667,45.765693,2.577439,4.321419,6.268271,6.221674,0.125984
7.29,43.994436,2.326337,4.187865,5.633546,6.176386,0.125317
7.298333,42.22464,2.244768,4.650317,5.368834,6.14157,0.12458
7.306667,40.947867,2.361477,5.257575,5.418932,6.124317,0.123977
7.315,40.010863,2.351846,5.547589,5.323014,6.103333,0.1234
7.323333,38.879006,2.732721,6.11204,5.57967,6.075942,0.122885
7.331667,37.243166,3.741206,7.177788,6.38388,6.04637,0.122218
7.34,35.421094,4.752354,7.913947,7.008876,6.022611,0.120774
7.348333,33.9,5.6,8.4,7.48,6.003,0.119
7.356667,33.015936,6.363301,9.093697,8.123302,5.983477,0.117679
7.365,32.329153,7.081188,10.07987,8.899673,5.968719,0.116874
7.373333,31.573864,7.741264,11.242762,9.689249,5.952732,0.116229
7.381667,31.206588,8.291213,12.258264,10.424279,5.908718,0.11501
7.39,30.957829,9.099143,13.024938,11.271497,5.872622,0.113829
7.398333,30.486353,10.389221,13.660038,12.364929,5.877233,0.113619
7.406667,30.216353,11.590275,14.477733,13.509552,5.874915,0.114452
7.415,30.330985,12.403019,15.527667,14.551136,5.847184,0.115938
7.423333,30.590277,13.041628,16.513161,15.477251,5.82177,0.117394
7.431667,30.844371,13.836624,17.261333,16.420204,5.802742,0.118767
7.44,30.977282,15.141994,17.641335,17.550992,5.786518,0.120193
7.448333,30.877017,17.265934,17.543171,19.017392,5.76962,0.121782
7.456667,30.532706,19.357473,17.384511,20.379406,5.751262,0.123029
7.465,29.995983,20.110759,17.796005,20.974967,5.73316,0.123189
7.473333,29.16816,20.873582,18.220871,21.517936,5.715991,0.122964
7.481667,28.029011,22.565527,18.248294,22.491836,5.701121,0.122968
7.49,26.786779,24.07201,18.289065,23.311264,5.691713,0.123002
7.498333,25.76,24.79,18.59,23.72,5.688,0.123
7.506667,25.231391,25.055873,19.043506,23.984006,5.685391,0.123057
7.515,24.9536,25.462358,19.352936,24.343068,5.674965,0.122856
7.523333,24.489429,26.213919,19.721925,24.929059,5.659956,0.122267
7.531667,23.418621,27.006629,20.879142,25.740508,5.656511,0.121509
7.54,22.377834,27.6383,22.112728,26.47875,5.648085,0.12091
7.548333,22.156196,28.080678,22.519303,26.92017,5.61609,0.120491
7.556667,22.2587,28.496012,23.012065,27.449121,5.588378,0.11947
7.565,22.179052,29.177244,23.826896,28.260675,5.576378,0.117717
7.573333,21.682432,30.505906,24.080163,29.209603,5.563223,0.116057
7.581667,21.400719,32.147369,24.114796,30.341324,5.550753,0.114829
7.59,21.924689,33.287452,24.747651,31.545203,5.545944,0.113672
7.598333,22.188751,33.376282,25.519001,31.99781,5.531098,0.111684
7.606667,21.940686,33.112051,26.21732,32.049761,5.513333,0.110038
7.615,21.712906,33.848881,26.935361,32.821761,5.515993,0.110971
7.623333,21.700377,34.901491,27.453455,33.783405,5.518623,0.11226
7.631667,21.697927,35.497649,27.732352,34.32721,5.505441,0.112094
7.64,21.203144,36.040389,28.171918,34.793297,5.494934,0.112071
7.648333,20.264079,36.572577,28.844301,35.249943,5.492721,0.112799
7.656667,19.288399,36.853607,29.594691,35.548496,5.494677,0.114096
7.665,18.67604,36.644581,30.267138,35.539496,5.496466,0.115766
7.673333,18.418289,35.892583,30.776869,35.150219,5.491851,0.117472
7.681667,18.053908,34.78914,31.120436,34.420923,5.474518,0.118785
7.69,17.421027,33.883073,31.274377,33.69479,5.465519,0.120133
7.698333,16.830159,33.396222,31.172936,33.164896,5.484327,0.122033
7.706667,17.336085,31.816741,30.679252,31.932804,5.487047,0.12341
7.715,18.728744,29.042691,29.972747,29.956868,5.465249,0.12393
7.723333,19.294535,26.95743,29.49777,28.385953,5.464666,0.124471
7.731667,19.394925,25.634243,28.645648,27.10041,5.479919,0.124975
7.74,20.013992,24.488267,26.727555,25.615743,5.487774,0.125073
7.748333,20.841267,23.579874,24.806101,24.347359,5.486881,0.124913
7.756667,21.462067,23.130815,23.416121,23.583586,5.486599,0.124967
7.765,21.816393,23.171666,22.034699,23.115528,5.494326,0.125623
7.773333,21.996977,22.997211,20.585335,22.425832,5.487338,0.125985
7.781667,22.111905,22.235089,19.266849,21.353706,5.457562,0.125353
7.79,22.192789,22.01127,18.565807,20.915891,5.460543,0.124702
7.798333,22.300625,22.181794,18.355196,20.971876,5.485242,0.124895
7.806667,22.484212,21.617284,18.034984,20.475652,5.470824,0.126174
7.815,22.514762,21.064716,17.561964,19.890191,5.452934,0.127187
7.823333,22.283642,21.020196,17.11109,19.617173,5.465056,0.127129
7.831667,22.020074,20.52982,16.866335,19.102723,5.481114,0.12695
7.84,21.635075,19.759244,16.759376,18.415819,5.484788,0.127005
7.848333,20.983619,19.623199,16.559516,18.082044,5.478938,0.127021
7.856667,20.77142,19.689892,16.276111,17.962725,5.48176,0.126989
7.865,21.203777,19.512845,16.052397,17.846159,5.493776,0.126981
7.873333,21.38661,19.131267,16.122912,17.646785,5.483877,0.127082
7.881667,21.287049,18.83481,16.152094,17.422167,5.467787,0.126986
7.89,21.313255,18.862459,15.72692,17.265673,5.477241,0.126379
7.898333,21.483572,18.889974,15.302405,17.141922,5.500645,0.125696
7.906667,21.588462,18.878223,15.140064,17.088605,5.517879,0.125165
7.915,21.325415,19.166913,15.079422,17.217587,5.513437,0.124609
7.923333,21.002182,19.484689,14.821358,17.270603,5.509363,0.12375
7.931667,20.953045,19.421134,14.273196,16.983126,5.526407,0.122575
7.94,20.818539,19.072012,13.892518,16.543605,5.537168,0.121671
7.948333,20.714528,18.659609,13.852682,16.20987,5.536552,0.121082
7.956667,21.197491,18.439653,13.884849,16.167976,5.545095,0.120319
7.965,21.633685,18.421196,13.523175,16.09532,5.543506,0.120002
7.973333,21.552102,18.534426,12.767409,15.843123,5.524287,0.120179
7.981667,21.433579,18.711313,12.42393,15.80289,5.521545,0.119415
7.99,21.476954,18.562489,12.426175,15.708053,5.542934,0.118038
7.998333,21.571014,17.67023,12.039148,14.925245,5.567086,0.117537
8.006667,21.772688,16.852361,11.541261,14.173002,5.570758,0.116564
8.015,22.042522,16.656125,11.283815,13.984674,5.555523,0.114495
8.023333,22.12893,16.542997,11.201602,13.890579,5.561716,0.113264
8.031667,22.262698,16.156937,11.026754,13.570645,5.575081,0.112995
8.04,22.748294,15.416206,10.598484,12.963524,5.565581,0.112906
8.048333,23.15254,14.617269,10.443871,12.412479,5.563719,0.113143
8.056667,23.322477,13.881142,10.709608,12.033959,5.584436,0.113827
8.065,23.696499,13.010427,10.80384,11.530625,5.602766,0.114776
8.073333,24.37,12.2,10.33,10.9,5.607,0.116
8.081667,25.257811,11.789364,9.337047,10.390948,5.597637,0.117454
8.09,26.251042,11.912153,9.106874,10.605347,5.59363,0.118491
8.098333,27.136568,12.137438,9.639937,11.185768,5.605728,0.11894
8.106667,27.656961,11.73561,9.723001,11.048776,5.630478,0.119116
8.115,27.898886,11.190576,9.485056,10.614834,5.63825,0.118915
8.123333,28.22733,11.090984,9.410465,10.588332,5.617216,0.118287
8.131667,29.197281,10.922083,9.241496,10.615365,5.621096,0.117804
8.14,30.447342,10.71201,8.855319,10.583754,5.647811,0.117911
8.148333,30.946663,10.988318,8.378659,10.694554,5.646362,0.118671
8.156667,31.124659,11.253149,8.10047,10.805783,5.646687,0.118938
8.165,31.647139,11.129931,8.052501,10.811202,5.671731,0.118224
8.173333,32.51208,11.173652,7.717053,10.900242,5.676141,0.117963
8.181667,33.377243,11.415419,6.860248,10.915371,5.669328,0.118025
8.19,33.845601,11.435371,5.650006,10.524438,5.692432,0.11735
8.198333,34.296301,10.966079,4.943064,9.987717,5.706172,0.117027
8.206667,34.973959,10.346318,4.91503,9.683359,5.691297,0.117717
8.215,35.604824,10.560884,4.546058,9.824675,5.690881,0.118513
8.223333,36.285926,10.898248,3.917954,9.95736,5.704341,0.119053
8.231667,37.243565,10.317042,3.587884,9.620256,5.710921,0.119505
8.24,38.347797,9.892145,3.358381,9.469277,5.718018,0.120338
8.248333,39.436008,10.146831,3.034481,9.757818,5.729706,0.121793
8.256667,40.47255,10.237142,2.604967,9.866701,5.738729,0.123472
8.265,41.876664,9.867207,1.880141,9.609914,5.748303,0.123904
8.273333,43.776866,9.160301,0.996348,9.166437,5.76243,0.122975
8.281667,45.351576,8.602061,0.867024,9.0638,5.778033,0.12409
8.29,46.39493,8.336342,1.120768,9.207064,5.79708,0.126899
8.298333,47.287614,8.210097,0.747221,9.164375,5.821669,0.128789
8.306667,48.714599,7.959853,0.22233,9.088522,5.835689,0.130265
8.315,50.77966,7.45091,0.119931,9.137467,5.835039,0.132193
8.323333,52.037368,6.940745,0.207229,9.088677,5.854746,0.134142
8.331667,52.447216,6.692007,0.269297,9.033397,5.879549,0.135869
8.34,53.092871,6.779524,0.229601,9.226809,5.868523,0.137359
8.348333,54.303304,6.55168,0.157035,9.300055,5.87078,0.138193
8.356667,55.877252,5.750823,0.138567,9.062672,5.910806,0.138185
8.365,57.248755,5.002413,0.199101,8.8569,5.937696,0.137668
8.373333,58.571829,4.584901,-0.037081,8.757599,5.937211,0.1369
8.381667,60.287934,4.322307,-0.874736,8.601717,5.93178,0.136162
8.39,61.886265,3.781115,-1.516674,8.302206,5.944192,0.136026
8.398333,63.104395,2.955533,-1.669449,7.921065,5.976215,0.136482
8.406667,64.040467,2.246058,-1.641714,7.636298,6.011595,0.136971
8.415,64.803872,2.064109,-1.759904,7.628685,6.033545,0.136921
8.423333,65.426388,2.36313,-2.010583,7.876392,6.03628,0.136229
8.431667,65.814268,2.173109,-1.709813,7.95004,6.038119,0.135751
8.44,66.461358,1.647172,-1.197256,7.930231,6.055073,0.13518
8.448333,67.976903,1.60854,-1.35174,8.178411,6.094603,0.13358
8.456667,68.978343,1.573855,-1.501508,8.317821,6.133841,0.131754
8.465,68.645973,0.987376,-1.056033,8.011157,6.150223,0.130926
8.473333,69.351736,0.411437,-1.102971,7.737485,6.152659,0.131564
8.481667,70.75443,0.210144,-1.637716,7.680108,6.161821,0.133059
8.49,71.014261,0.410406,-1.847945,7.784522,6.193585,0.134344
8.498333,71.717177,0.856069,-1.7548,8.298126,6.228045,0.135324
8.506667,73.500943,1.312808,-1.563049,9.112975,6.246655,0.135946
8.515,74.783095,1.527057,-1.42931,9.612822,6.247492,0.135991
8.523333,75.833282,1.51903,-1.230102,9.922841,6.252573,0.135967
8.531667,77.534375,1.395693,-0.805957,10.388955,6.284253,0.136538
8.54,79.059931,1.059583,-0.501408,10.614499,6.309169,0.137333
8.548333,80.05809,0.744431,-0.585201,10.577736,6.313486,0.137907
8.556667,81.299173,1.062716,-0.970964,10.927901,6.326546,0.138152
8.565,82.266053,1.81649,-1.113707,11.629563,6.351353,0.137901
8.573333,82.40682,2.530718,-0.678284,12.354747,6.376725,0.137243
8.581667,82.577858,3.040851,-0.261873,12.934739,6.392952,0.136904
8.59,83.143109,3.120365,0.033871,13.244693,6.408072,0.136995
8.598333,83.880474,2.678726,0.545041,13.302996,6.438994,0.137049
8.606667,84.844675,2.684713,0.925916,13.680306,6.467759,0.136996
8.615,86.092968,3.798977,0.862575,14.739361,6.477508,0.136939
8.623333,87.399783,4.581245,0.837429,15.587372,6.489917,0.137166
8.631667,88.748028,4.523337,0.962165,15.899081,6.512935,0.138054
8.64,90.267023,4.463946,0.931098,16.183077,6.533992,0.139735
8.648333,91.599573,4.817351,0.992023,16.757577,6.550582,0.141312
8.656667,92.678627,5.576897,1.268904,17.655071,6.564782,0.142336
8.665,94.212828,6.134165,1.400813,18.456884,6.582771,0.14368
8.673333,96.19,6.44,1.6,19.21,6.608,0.145
8.681667,97.812533,7.017485,2.443024,20.33756,6.637784,0.145043
8.69,98.906418,7.761645,3.072972,21.377945,6.66017,0.145193
8.698333,99.512849,8.498252,3.177213,22.0899,6.673217,0.145893
8.706667,99.718917,9.177444,3.461885,22.743846,6.68817,0.145773
8.715,99.512341,9.864285,3.951899,23.394585,6.700542,0.144773
8.723333,99.013783,10.575788,4.364128,23.967903,6.704931,0.143624
8.731667,98.784089,11.066895,4.863888,24.482471,6.718786,0.142645
8.74,98.871799,11.519682,5.576511,25.128343,6.742839,0.142049
8.748333,98.691377,12.565033,6.457941,26.20299,6.757704,0.141934
8.756667,98.333799,13.870514,7.220204,27.375129,6.779416,0.142021
8.765,98.138751,14.895147,7.625318,28.239595,6.815577,0.142031
8.773333,98.354008,15.457783,7.700523,28.728763,6.833409,0.141957
8.781667,98.785381,15.760275,7.665812,29.03134,6.83272,0.141983
8.79,98.936879,16.283183,7.831437,29.50858,6.844587,0.142406
8.798333,99.082434,17.081981,8.087402,30.220111,6.863131,0.143229
8.806667,99.735471,17.9939,8.38678,31.147577,6.880129,0.144386
8.815,101.323401,18.727336,9.045178,32.305809,6.905975,0.145869
8.823333,103.168046,19.446636,9.795256,33.550104,6.929932,0.147577
8.831667,103.908133,20.590372,9.982738,34.620946,6.928011,0.149261
8.84,104.325449,21.516766,10.201485,35.473219,6.932534,0.150134
8.848333,105.393878,21.891011,10.790365,36.2232,6.961714,0.150032
8.856667,106.632036,22.626707,10.847971,37.054189,6.972656,0.150137
8.865,107.324499,23.661076,10.973574,38.009621,6.981039,0.150951
8.873333,107.070186,24.539448,12.08823,39.051045,7.017133,0.152376
8.881667,107.052643,25.49889,12.956412,40.099801,7.03385,0.153461
8.89,107.542505,26.462759,13.179326,40.995916,7.02372,0.153939
8.898333,107.650331,27.037191,13.629997,41.620054,7.031102,0.154379
8.906667,107.398092,27.936813,14.458365,42.554114,7.055023,0.155032
8.915,107.010155,29.667361,15.486007,44.139289,7.078779,0.155815
8.923333,106.114959,30.5411,16.479528,44.984365,7.097544,0.155993
8.931667,104.986556,30.573809,17.28079,45.094445,7.109541,0.155249
8.94,104.367858,31.28199,17.825435,45.694649,7.115208,0.153838
8.948333,103.99,32.67,18.24,46.78,7.129,0.153
8.956667,103.311447,34.022634,18.831499,47.844611,7.16197,0.153682
8.965,102.532352,34.594937,20.203571,48.652373,7.188171,0.154057
8.973333,101.91,34.71,21.53,49.15,7.202,0.154
8.981667,101.54692,35.313205,21.398142,49.450371,7.218,0.154914
8.99,101.369952,36.1411,21.224536,49.93622,7.229465,0.156072
8.998333,101.254851,36.904073,22.259162,50.891525,7.232261,0.156726
9.006667,101.08201,38.123946,23.092579,52.079336,7.245764,0.15772
9.015,101.112153,39.444043,23.404564,53.165417,7.268747,0.159109
9.023333,101.629962,40.209681,23.82309,54.001828,7.285424,0.160303
9.031667,102.160666,41.112156,24.414294,55.015977,7.289702,0.161095
9.04,102.417055,42.61701,25.184018,56.484846,7.288135,0.161712
9.048333,102.873726,44.030381,26.230464,58.044022,7.308348,0.163053
9.056667,103.33959,45.173358,27.249433,59.393491,7.328,0.164045
9.065,103.447337,46.215819,27.94777,60.456656,7.321459,0.163769
9.073333,103.489284,47.219639,28.644821,61.481741,7.329258,0.164567
9.081667,103.521621,48.218967,29.530986,62.583197,7.358407,0.166707
9.09,103.233233,49.190436,30.47996,63.611883,7.361875,0.167258
9.098333,103.173996,49.800275,31.390924,64.415149,7.356263,0.166994
9.106667,103.484849,50.059852,32.172522,65.001336,7.368721,0.16718
9.115,102.739636,50.908256,32.720259,65.675261,7.386464,0.166524
9.123333,101.1,52.14,33.34,66.45,7.403,0.165
9.131667,100.248362,52.548117,34.508239,67.036996,7.422085,0.16409
9.14,99.738281,52.72774,35.479184,67.455151,7.437319,0.164061
9.148333,99.000166,53.392514,35.699322,67.859808,7.445478,0.164649
9.156667,98.431515,54.460523,35.739329,68.51791,7.456278,0.165136
9.165,98.068519,55.462891,36.196801,69.350619,7.472366,0.16502
9.173333,97.381161,55.86705,37.315787,69.959659,7.486829,0.164332
9.181667,96.145274,56.448556,38.479094,70.585863,7.500528,0.163938
9.19,94.57535,57.486186,39.148851,71.253174,7.510051,0.164036
9.198333,93.297095,58.189923,39.252351,71.517659,7.505152,0.163714
9.206667,92.454531,58.778238,39.458603,71.843749,7.503552,0.162846
9.215,91.847085,59.767121,40.364495,72.794849,7.526163,0.16206
9.223333,91.385541,60.368184,41.04329,73.403457,7.547792,0.162211
9.231667,90.925799,60.574722,41.248031,73.535185,7.553288,0.163404
9.24,90.246792,61.693131,41.980678,74.498781,7.552372,0.164624
9.248333,89.636405,63.141379,42.983004,75.825232,7.55567,0.164965
9.256667,89.384364,63.620823,43.444281,76.301427,7.566379,0.164338
9.265,88.93406,63.759457,43.741983,76.421229,7.574918,0.163907
9.273333,88.374528,64.008343,44.19893,76.666939,7.58202,0.163997
9.281667,88.565553,64.370399,44.87616,77.25318,7.60008,0.163883
9.29,89.043125,65.279898,45.481011,78.267166,7.613781,0.164157
9.298333,89.058566,66.92924,45.830008,79.605612,7.607802,0.165493
9.306667,89.300545,68.334339,46.457512,80.933936,7.608295,0.166714
9.315,90.198086,69.237979,47.367187,82.164965,7.617824,0.167782
9.323333,91.710068,70.024922,48.163064,83.403917,7.623041,0.169329
9.331667,92.836582,71.210766,48.705686,84.73693,7.639235,0.170109
9.34,93.237852,72.622981,49.077327,85.995783,7.665687,0.169897
9.348333,93.887189,73.234934,49.502867,86.754936,7.668322,0.170677
9.356667,95.060916,73.618679,50.077967,87.532102,7.653583,0.172599
9.365,96.418957,75.21256,50.723605,89.257587,7.656354,0.174354
9.373333,97.540043,76.471293,50.875781,90.480596,7.678064,0.175144
9.381667,98.215662,76.651641,50.543689,90.618789,7.697981,0.175052
9.39,98.6184,77.871426,50.781533,91.684644,7.690092,0.175089
9.398333,99.263235,79.494802,51.582139,93.335739,7.679439,0.176223
9.406667,100.447907,79.993639,52.311648,94.270345,7.699016,0.178375
9.415,101.339684,80.506567,52.593814,94.9552,7.715149,0.178829
9.423333,101.70826,81.46011,52.601819,95.721297,7.71496,0.177977
9.431667,102.158001,82.042552,52.938035,96.386023,7.719345,0.179406
9.44,102.738417,82.229067,53.307663,96.810678,7.725972,0.181205
9.448333,103.252884,82.244665,53.452036,96.99517,7.727917,0.181181
9.456667,103.454385,82.182942,53.901489,97.179613,7.728135,0.180988
9.465,103.40236,82.121344,54.597118,97.412006,7.728948,0.181013
9.473333,103.351963,82.083893,54.963701,97.525535,7.729672,0.180365
9.481667,103.104021,81.847043,55.07011,97.344372,7.724492,0.180029
9.49,102.636821,81.341835,55.14432,96.909281,7.714547,0.180717
9.498333,102.629324,81.009538,55.326981,96.745291,7.720026,0.181181
9.506667,102.809931,80.618128,55.555912,96.598294,7.736053,0.181025
9.515,102.348495,79.64155,55.716673,95.858088,7.740837,0.180621
9.523333,101.735319,79.010362,56.171207,95.455872,7.736757,0.179714
9.531667,101.286507,79.134907,56.944995,95.768393,7.733479,0.178358
9.54,100.246279,78.606265,57.174668,95.251844,7.738325,0.177518
9.548333,99.14,77.51,56.87,94.09,7.745,0.177
9.556667,98.812422,76.780051,56.550312,93.360821,7.74271,0.175948
9.565,97.904774,76.449462,56.3185,92.822722,7.736035,0.174066
9.573333,96.072082,76.174519,56.162169,92.145977,7.730899,0.171745
9.581667,94.672253,75.468257,56.040245,91.27257,7.729552,0.169953
9.59,93.299756,74.228095,55.678874,89.922148,7.725363,0.168794
9.598333,91.187277,72.899236,54.99534,88.205655,7.71637,0.167613
9.606667,89.527453,72.45636,54.641276,87.367448,7.722087,0.165574
9.615,88.50077,72.791039,54.730488,87.417179,7.734974,0.163391
9.623333,87.44048,73.062512,54.957567,87.469605,7.730269,0.162577
9.631667,86.137786,73.140539,55.269047,87.362151,7.719022,0.161745
9.64,84.770091,73.19414,55.637295,87.247,7.72028,0.159595
9.648333,83.780888,73.163509,55.771138,87.061147,7.723079,0.158863
9.656667,83.096612,73.458428,55.85758,87.158923,7.717903,0.159049
9.665,82.226162,74.584794,56.337971,87.974196,7.702609,0.15749
9.673333,80.753131,75.552674,56.905769,88.574555,7.688528,0.155694
9.681667,78.832336,75.645344,57.191971,88.328288,7.68318,0.155124
9.69,77.555931,75.594661,57.199139,88.011337,7.678604,0.154586
9.698333,76.47,75.71,57.14,87.83,7.672,0.154
9.706667,74.648592,75.851556,57.216155,87.555079,7.665223,0.153937
9.715,73.414864,75.580614,57.172589,87.065528,7.661144,0.153996
9.723333,73.406314,74.83701,56.915803,86.423235,7.658392,0.153968
9.731667,73.398845,74.206656,56.773165,85.905527,7.649937,0.154285
9.74,73.307289,73.646463,56.907969,85.533518,7.641187,0.154968
9.748333,73.546348,72.915616,57.257868,85.207163,7.638721,0.155745
9.756667,73.820576,72.418375,57.238893,84.905014,7.626306,0.156111
9.765,73.94646,72.116867,56.853234,84.55683,7.611161,0.156008
9.773333,74.035369,71.472439,56.68663,84.043582,7.618295,0.155858
9.781667,74.180195,70.375575,56.803827,83.333164,7.624404,0.156075
9.79,74.354904,69.226802,56.963101,82.608608,7.607959,0.15673
9.798333,74.275311,69.302638,56.583231,82.490229,7.586149,0.157092
9.806667,74.064886,69.998331,56.038223,82.723118,7.56839,0.157009
9.815,74.142927,69.172599,56.337933,82.269204,7.552028,0.156972
9.823333,74.044484,67.636529,56.345914,81.14114,7.546302,0.157003
9.831667,73.552822,66.617127,55.28875,79.858907,7.553429,0.157003
9.84,73.799225,65.829849,55.101145,79.271783,7.547449,0.156995
9.848333,74.46,65.16,55.3,79.02,7.527,0.157
9.856667,74.520368,64.675625,54.273149,78.253448,7.507815,0.157014
9.865,74.457222,64.085862,53.168117,77.350285,7.499581,0.15699
9.873333,74.722453,63.19001,52.818338,76.617032,7.498463,0.156973
9.881667,74.925329,62.203961,52.000419,75.61222,7.478628,0.15714
9.89,75.0184,61.50172,50.878737,74.658816,7.449934,0.156862
9.898333,75.098296,61.194615,50.130605,74.13957,7.431535,0.15601
9.906667,75.067587,60.704213,49.685586,73.59659,7.419586,0.156432
9.915,74.904556,59.868979,49.205536,72.766271,7.410743,0.157866
9.923333,74.750382,59.126876,48.225124,71.786085,7.405175,0.157367
9.931667,75.03939,58.32829,47.118821,70.81003,7.391571,0.155805
9.94,75.81423,57.227465,46.374266,69.885653,7.364721,0.155182
9.948333,75.802695,56.205843,45.582098,68.817853,7.349914,0.154756
9.956667,75.060805,55.436399,44.422996,67.607647,7.347621,0.154119
9.965,74.965078,54.740568,42.919167,66.455535,7.33252,0.153574
9.973333,74.747146,53.721229,41.831307,65.220807,7.318245,0.152737
9.981667,73.730193,52.223403,41.429438,63.749463,7.313851,0.151458
9.99,73.314453,50.740947,40.440719,62.18017,7.285968,0.150647
9.998333,73.455895,49.528119,39.002107,60.740941,7.248398,0.150106
10.006667,73.020372,48.501511,38.221629,59.576417,7.245089,0.148881
10.015,72.912103,47.20345,36.972652,58.095142,7.237008,0.147705
10.023333,73.535618,45.609734,34.855097,56.205956,7.198767,0.147161
10.031667,73.432351,44.515351,33.759019,54.936256,7.172082,0.146643
10.04,72.814448,43.626774,33.295202,53.961633,7.159607,0.146023
10.048333,72.764927,42.121649,31.896398,52.284923,7.139282,0.145457
10.056667,72.559965,40.422277,30.444629,50.412538,7.118609,0.144586
10.065,71.926857,38.87645,29.59516,48.803104,7.103405,0.143242
10.073333,71.624278,37.318516,28.841531,47.29533,7.086784,0.141638
10.081667,70.970088,35.86385,27.928151,45.716003,7.065113,0.139644
10.09,69.527474,34.573085,26.782015,43.983769,7.03705,0.137558
